,coment,date,weight
1791,à¦­à¦¾à¦‡à§Ÿà§‡à¦° à¦¦à§‹à¦•à¦¾à¦¨ à¦à¦° à¦ à¦¿à¦•à¦¾à¦¨à¦¾ à¦¦à¦¿à¦¨,,
1792,Call kor vai...dokan achhe,,
1793,Give me phone number,,
1794,Titan ki movie,,
1795,Call me. +919800987900,,
1796,Dokan bo,,
1797,"Oppo,",,
1798,9064528343,,
1799,Ar price koto,,
1800,à¦¦à¦¾à¦® à¦¬à§‡à¦¶à¦¿,,
1801,S 20 ultha price,,
1802,Shop ta kothay,,
1803,pH no... kothai pabo,,
1804,9023447062,,
1805,Call me 9330293992,,
1806,à¦¬à¦¾à¦œà§‡ à¦•à¦¥à¦¾,,
1807,Vai. Nambar ta den,,
1808,Store ta kothai,,
1809,8670104248,,
1810,à¦­à¦¾à¦‡ à¦à¦–à§‹à¦¨ à¦ªà¦¾à§Ÿà¦¾à¦œà¦¾à¦¬à§‡ à¦œà§‹à¦—à¦¾à¦œà§‹à¦— 8240665643,,
1811,Xcsdfgjj,,
1812,à¦†à¦° à¦•à¦¤à§‹ à¦¦à§à¦‡ à¦¨à¦¾à¦®à§à¦¬à¦¾à¦°à¦¿ à¦­à¦¾à¦‡,,
1813,à¦à¦•à¦Ÿà§ à¦²à§‹à¦•à§‡à¦¶à§‹à¦¨à¦Ÿà¦¾ à¦¬à¦²à§‡à¦¨,,
1814,Number please,,
1815,Only Ki?,,
1816,Narzo 20 lagbe ace ki,,
1817,400.. 500 takar. Damer Phone  ase.,,
1818,vivo Y20  à¦Ÿà¦¾ à¦²à¦¾à¦—à¦¬à§‡ 01643460533,,
1819,1944508043,,
1820,Number den,,
1821,9564956887,,
1822,9863327332,,
1823,,,
1824,Vai i phone  7 plus nivo,,
1825,à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦ à¦¿à¦•à¦¾à¦¨à¦¾ à¦¦à§‡à¦¨,,
1826,SamsanA21s à¦•à¦¤ à¦°à¦¾à¦–à¦¾ à¦¯à¦¾à¦¬à§‡,,
1827,à¦†à¦° à¦†à¦ªà¦¨à¦¾à¦° à¦«à§‹à¦¨ à¦¨à¦¾à¦®à§à¦¬à¦¾à¦° à¦¦à§‡à¦¨,,
1828,Hi,,
1829,Hi,,
1830,Hi,,
1831,Hi,,
1832,Chutia banarha salo,,
1833,à¦­à¦¾à¦‡ à¦¨à¦¾à¦®à§à¦¬à¦¾à¦° à¦Ÿà¦¾ à¦¦à¦¿à¦¬à§‡à¦¨ à¦œà¦°à§à¦°à¦¿,,
1834,Akta lagba,,
1835,A71 ase,,
1836,7061052918,,
1837,Ok,,
1838,Samsung A80 available,,
1839,7003697123,,
1840,sÊœá´á´˜ á´˜ÊŸá´€á´„á´‡,,
1841,Dukan ar address ta dan ar phone number ta dan,,
1842,,,
1843,pls you kidney,,
1844,Price bashi,,
1845,à¦ªà§‹à¦¨ à¦Ÿà§à§Ÿà¦¾à¦²à¦¬à¦¨à§‡à¦¬ à¦•à¦¤ à¦ªà¦°à¦¬à§‡,,
1846,1788315632,,
1847,à¦†à¦ªà¦¨à¦¾à¦° à¦¨à¦¾à¦®à§à¦¬à¦¾à¦° à¦Ÿà¦¾ à¦¦à§‡à¦¨ à¦­à¦¾à¦‡,,
1848,,,
1849,Vai nambar dan,,
1850,Realmi 21koto vai,,
1851,Shop ta kothay vai,,
1852,8013620554,,
1853,dek,,
1854,à¦­à¦¾à¦‡ à¦†à¦ªà¦¨à¦¾à¦° à¦¨à¦¾à¦®à§à¦¬à¦¾à¦° à¦¦à¦°à¦•à¦¾à¦°,,
1855,Vai showroom ta koi,,
1856,Address ta janaben plz,,
1857,Bai upon price koto,,
1858,1640216742,,
1859,Xchange kora jaba,,
1860,Note 10 + price,,
1861,Rog phone 5 12/256,,1 Reply
1862,IPhone 12 Pro 128 price?,,1 Reply
1863,"For 12 pro max AMEX gold card,  EMI conditions please?",,1 Reply
1864,"à¦•à¦¿à¦¸à§à¦¤à¦¿à¦¤à§‡ à¦†à¦®à¦¾à¦° à¦à¦•à¦Ÿà¦¾ à¦®à§‹à¦¬à¦¾à¦‡à¦² à¦ªà§à¦°à§Ÿà§‹à¦œà¦¨, à¦¤à¦¾ à¦•à¦¤ à¦Ÿà¦¾à¦•à¦¾ à¦œà¦®à¦¾ à¦¦à¦¿à¦¤à§‡  à¦¹à¦¬à§‡à¥¤ à¦†à¦° à¦•à§‹à¦¥à¦¾à§Ÿ à¦¯à§‹à¦—à¦¾à¦¯à§‹à¦— à¦•à¦°à¦¬à§‹à¥¤",,1 Reply
1865,IPHONE 12 PRICE?,,3 Replies
1866,à¦¦à¦¾à¦® à¦•à¦¤,,1 Reply
1867,Iphn 12 pro max 24k Gold buy korar process ta ki bhai ??,,1 Reply
1868,Laptop exchange kora possible?,,1 Reply
1869,11 pro max 4/128,,1 Reply
1870,,,
1871,iPhone SE 2020 available?,,1 Reply
1872,apple is best,,
1873,Is there any EMI facility in S21 Ultra 5G purchase?,,3 Replies
1874,MacBook ar EMI offer discen?,,3 Replies
1875,Pp,,1 Reply
1876,Iphone 12 ultra  price koto bro?,,1 Reply
1877,11 nai??,,1 Reply
1878,Redmi note 10 pro max official available?,,
1879,nc,,
1880,Birthday ashtese ektu koch khbr nio..,,1 Reply
1881,Awesome,,
1882,,,1 Reply
1883,Josh,,
1884,12pro max 6 gb ram 128 rom how much ..?,,3 Replies
1885,à¦“à¦•à§‡ à¦“à¦•à§‡,,
1886,,,
1887,Joss,,
1888,I have need iPhone 12pro max (golden),,1 Reply
1889,note 10 pro 108MP available??,,1 Reply
1890,Exchange offer asa kono,,3 Replies
1891,à¦¦à¦¾à¦°à§à¦£ à¦à¦•à¦Ÿà¦¾ à¦®à§‹à¦¬à¦¾à¦‡à¦²,,
1892,10 pro available?,,1 Reply
1893,Mercantile Bank credit card Diye EMI facilities nite chai..,,4 Replies
1894,Emi kotodin porjonto 0%interest,,3 Replies
1895,Credit card chara ki emi hobe?,,1 Reply
1896,Huawei GT 2 42mm black available?  EMI available?,,1 Reply
1897,"I want to take 0% in 12 month installments, can I avail this facility I use Citibank credit card,",,2 Replies
1898,Is it international edition or indian edition?,,1 Reply
1899,Mi 11 ta ki apnader kache available hobe r holeo price ta koto porbe plz kindly janaben...,,1 Reply
1900,Poco f3 ki available?,,1 Reply
1901,,,1 Reply
1902,,,3 Replies
1903,Mackbook Air price(m1),,1 Reply
1904,à¦šà¦®à§Žà¦•à¦¾à¦°,,
1905,kivabe participate korbo,,1 Reply
1906,Ki vbe,,1 Reply
1907,Oneplus 8T à¦ªà§à¦°à¦¾à¦‡à¦¸ à¦•à¦¤??,,1 Reply
1908,Nc,,
1909,nice,,
1910,Samsung LTE Tab s7/ s7 plus price?,,1 Reply
1911,nice,,
1912,Knne,,4 Replies
1913,Sai,,
1914,Nc,,
1915,Wow,,
1916,oneplus bullet z bass edition price?,,1 Reply
1917,à¦•à¦ªà¦¾à¦² à¦°à§‡à¥¤à¥¤,,
1918,Seii,,
1919,Nic,,
1920,Unfortunately I did not get this offer,,8 Replies
1921,tomader next birthday gift er jonno ekhan thika I Phone kina rakho...then sathe ja gift paba oita amake dia dio...,,
1922,à¦•à¦ªà¦¾à¦²,,
1923,"A visual representation of ""megh na caitei bristy!"". From now on, I will think about this post and mention it whenever I need to use that proverb.",,
1924,Wow,,
1925,Beautiful,,
1926,Ok,,
1927,à¦®à¦¾à¦¸à¦¾à¦²à§à¦²à¦¾à¦¹,,
1928,Ghosh à¦•à¦¿,,
1929,vai re vai!,,
1930,Nice,,
1931,Kopal,,
1932,,,1 Reply
1933,jashore a shop cilo,,1 Reply
1934,Nice,,
1935,Nc,,
1936,Nc,,
1937,Nice,,
1938,,,Tenor
1939,Super,,
1940,chena chena laghtese kno,,5 Replies
1941,Nc,,
1942,,,1 Reply
1943,,,1 Reply
1944,Well come,,
1945,Nice,,
1946,Nice,,
1947,Gd,,
1948,Nc,,
1949,Nc,,
1950,8T is it international global or indian?,,
1951,What's the difference between Nord N10 official and non official? The price is way different! Can anyone answer?,,
1952,When poco f3 will be available??,,
1953,X3 Indian available?,,
1954,Do you have vivo x60 pro plus available????,,
1955,Note 20 Ultra snapdragon white colour available?,,
1956,Galaxy note 20 ultra ki chinese naki global?,,
1957,9R official international global is available??,,
1958,when will Samsung m42 will be available?,,
1959,One plus 9 pro 8/256  official available?,,
1960,à¦à¦‡à¦Ÿà¦¾ à¦•à¦¿ à¦…à¦«à¦¾à¦°? à¦•à¦¿à¦›à§à¦‡ à¦¬à§à¦œà¦²à¦¾à¦® à¦¨à¦¾à¦¹à¥¤ same price à¦¦à¦¿à§Ÿà§‡ à¦•à¦¿à¦­à¦¾à¦¬à§‡ à¦¬à¦²à§‡à¦¨ à¦…à¦«à¦¾à¦°?,,
1961,Is note 10 pro available?If it is then buy it today,,
1962,One plus 8 pro available?,,
1963,Xiaomi Redmi Note 10 (6+128) official pawya jabe?,,
1964,One plus 8t global r price koto?indian r ta koto?,,
1965,Is Moto g20 available? And price?,,
1966,Oneplus 8 dual sim or single?,,
1967,Oneplus 7 or 7t available?,,
1968,One Plus 9 which varient ?,,
1969,I phone 11 pro max 256 gb price?,,
1970,Mi black shark 3 international?,,
1971,One plus 7T available?,,
1972,Note 10 plus price?,,
1973,poco M3 power black available?,,
1974,OnePlus nord 8/128 available?,,
1975,Note 10 pro 6/64 108mp unofficial price?,,
1976,india r boader khulle redmi note 10 pro max unofficially er dam kormar kono   somvobona ase ?,,
1977,Apnadr ekhane Iq007 fon ta ki pawa jabe?,,
1978,nord n 10 is avilable?,,
1979,9 pro 8/256 color?,,
1980,Xaiomi redmi 9 power,,
1981,redmi note 8 moonlight blue available?,,
1982,Redmi k40 [6/128] â‡â‡â‡â‡ 34000TK chinese  ?,,
1983,"Sumash tech akhon faltu hoye jasse,, 3ta midrange er phone kinci,, akta flagship kinte chassilam,, prottek ta phone e 2-5k price increase korce",,
1984,"Sedin OP 8 kinlam 42k diye, ar Eid offer e 43.5? Where is the eid offer?",,
1985,One plus nord n10 available?,,
1986,one+ nord official?,,
1987,"Redmi note 10 [4/64](Indian global) à¦•à§Ÿà§‡à¦• à¦¦à¦¿à¦¨ à¦†à¦—à§‡à¦“ à¦¦à§‡à¦–à¦²à¦¾à¦® 16,500 à¦†à¦° à¦à¦–à¦¨ à¦¦à§‡à¦–à¦¿ 17,000 à¦à¦Ÿà¦¾ à¦ˆà¦¦ à¦…à¦«à¦¾à¦° à¦•à¦¿à¦­à¦¾à¦¬à§‡ à¦¹à§Ÿ?",,
1988,Poco F3 8-128/ 8-256 kobe available hobe?,,
1989,Iphone 12 128 er daam 30k hoar asha e boshe achi...,,
1990,POCO M2 made in India/global naki chinese ta?,,
1991,Poco m2 pro unofficial ta ase naki er thakle price koto,,
1992,Vai oneplus 8 international global naki indian,,
1993,"Galaxy F62 dorkar, kobe available hobe? R Iqoo 7 niye asen. F3 er theke better phone, ami kinte cai.",,
1994,Redmi 9 unofficial ta hobe na ?,,
1995,Samsung F62 à¦ˆà¦¦à§‡à¦° à¦ªà¦° à¦•à¦¿ à¦ªà¦¾à¦“à¦¯à¦¼à¦¾ à¦¯à¦¾à¦¬à§‡..?,,
1996,Mi 11 lite EMI nete caile ki nite parbo...?,,
1997,Redmi Note 9 pro available? And price?,,
1998,Samsung Galaxy A52 available???,,
1999,Samsung A52 unofficial price?,,
2000,Samsung Galaxy A32 ki ki color available?,,
2001,Apnara kon kon bank er credit card accept koren?,,
2002,Redmi k40 ase ki?,,
2003,iMac m1 pawa jaba,,
2004,Samsung A52 5g hobe?,,
2005,call disi koyta tobuo dhoren na,,
2006,à¦¯à¦¾ à¦²à¦¾à¦—à§‡ à¦¨à¦¿à§Ÿà§‡ à¦¨à¦¿à¦¨,,
2007,Nord 8/128 price koto,,
2008,Note 10 plus ta koto?,,
2009,mane ki... Note avileable..?,,
2010,I phone 11 128 GB single (USA) nai?,,
2011,"redmi note 10 pro 6/128, Official available & Prize koto?",,
2012,poco f3 8/256 availabe ase ?,,
2013,Xiaomi Redmi Note 10 Pro Max ??,,
2014,"à¦œà¦¨à¦¾à¦¬,à¦à¦¡à¦®à¦¿à¦¨ à¦¸à¦¾à¦¹à§‡à¦¬--Op--8--8/128, à¦•à§‹à¦¨ à¦­à§‡à¦°à¦¿à§Ÿà§‡à¦¨à§à¦Ÿ----?",,
2015,Mi 11 lite 4g naki 5g variant??,,
2016,shumash tech e sob kisu over priced.,,
2017,A52 KI AVAILABLE ACHE BHAIYA?,,
2018,Poco F3 ase?,,
2019,K40 update price?,,
2020,Poco M3 6/128 hobe?,,
2021,8t available  na ki vaiya,,
2022,Vai k40  aca?,,
2023,Mi 11 lite eta ki 4g na 5g??,,
2024,note 10 pro (unf) avaiable??,,
2025,Poco m2 pro unofficial available ase?,,
2026,Samsung A52 duel sim variant??,,
2027,Samsung a52ta Lagbe. Pabo?,,
2028,Narzo 20 available?,,
2029,Redmi note 8 à¦†à¦¾à¦›à§‡,,
2030,dekh daamer list deya,,
2031,Poco x3 8-128 ache?,,
2032,Samsung A52 hobe?,,
2033,Mi 10 pro koto Kore?,,
2034,A52 kobe asbe ??,,
2035,11 pro unofficial available?,,
2036,Xiaomi Redmi Note 10 (6+128) official pawa jabe?,,
2037,is pixel 4a available?? price?? might buy it today...,,
2038,Redmi Note 10 Pro (Indian Variant) 8GB/128GB available??,,
2039,Mi 11 lite 8/128 yellow colour ki hobea?,,
2040,Samsung A52 official are available??,,
2041,Poco x3 pro 6/128 available ?,,
2042,F3 6/128??,,
2043,Macbook Pro niye Apple ki Public er Sathe Sarcasm korse???,,
2044,gro,,
2045,,,
2046,,,
2047,,,
2048,dekho,,
2049,,,
2050,Need mi 11 lite 5g,,
2051,,,
2052,Vai Note 10 koto unofficial,,
2053,Note 9 koto,,
2054,Redmi note 9 pro 6gb sell korte chai official warranty gadget and gear theke nea,,
2055,iPhone X price,,
2056,A52 ase?,,
2057,A 52 ase?,,
2058,A 52 ase?,,
2059,A 52 ase?,,
2060,A 52 ase?,,
2061,A 52 ase?,,
2062,A 52 ase?,,
2063,à¦•à§‡à¦®à¦¨ à¦†à¦›à§‡ à¦­à¦¾à¦‡,,
2064,à¦­à¦¾à¦‡ à¦•à§‡à¦®à¦¨ à¦†à¦›à§‡,,
2065,Vaiya mate 30 pro 5g ta lagbe amar.,,
2066,Vaiya mate 30 pro 5g  ta ku ache..?,,
2067,Jodi thake tahole bolen,,
2068,Vaiya mate 30 pro 5g phone ta amar lagbei.,,
2069,Credit Card dia ki emi possible?,,
2070,Do you have oneplus 7pro 6/128?,,
2071,OnePlus 6 lagbe jodi 6 na thake tahole 7 lagbe.?,,
2072,"Vaiya, mate 30 pro er price koto?",,
2073,Mate 30 pro offer price koto vaiya?,,
2074,S21 ultra price,,
2075,Iphone xs used price koto??,,
2076,Iphone xs used price koto vaiya?,,
2077,Vai Realme 7pro & Realme 8pro konta best??,,
2078,Vai Realme 7pro & Realme 8pro konta best??,,
2079,Vai Realme 7pro & Realme 8pro konta best??,,
2080,Vai Realme 7pro & Realme 8pro konta best??,,
2081,Vai Realme 7pro & Realme 8pro konta best??,,
2082,Vai Realme 7pro & Realme 8pro konta best??,,
2083,Vai Realme 7pro & Realme 8pro konta best??,,
2084,Vai Realme 7pro & Realme 8pro konta best??,,
2085,Vai Realme 7pro & Realme 8pro konta best??,,
2086,Vai Realme 7pro & Realme 8pro konta best??,,
2087,Vai Realme 7pro & Realme 8pro konta best??,,
2088,Vai Realme 7pro & Realme 8pro konta best??,,
2089,Vai realme 7pro & Realme 8pro konta best??,,
2090,Hello vai apnader Facebook page e daoya number e goto 3/4 ghontay koyekbar call diye contact korar try   korlam keu dhorlo na.....eta kmn service holo vai,,
2091,Hello vai apnader Facebook page e daoya number e goto 3/4 ghontay onekbar call dilam keu dhorlo na...eta kemon service holo vai,,
2092,vivo z1x buy from,,
2093,Vivo v20pro Akdhum fresh .Box Nai,,
2094,Redmi note 9pro price,,
2095,Vivo X60 Pro Lagbe,,
2096,Vivo X60 Pro...,,
2097,Need Vivo X60 Pro,,
2098,Samsung A01,,
2099,Mi 5s plus shameem,,
2100,Samsung s10 price,,
2101,1+ 8T sell korte chai,,
2102,Samsung s20 plus price please,,
2103,Hi,,
2104,join korlam,,
2105,Galaxy A51,,
2106,Ek Phone Koto Khn Lagiye Dekhaben.?,,
2107,Apni kemon asen vaiya,,
2108,Ami ekhono asi,,
2109,Hello....,,
2110,Poco X3 sell,,
2111,redmi usd phn need,,
2112,Google pixel 4a 5g last à¦•à¦¤ à¦ªà¦°à§à¦¬à§‡?,,
2113,Bhai note 10 er price ta koto,,
2114,gaming mobile ase,,
2115,Oppo reno 5 price plz !,,
2116,S20 snepdragon available,,
2117,Vai Need iPhone 11promax?,,
2118,Brand New Samsung A21s 4/64(Black)   à¦†à¦›à§‡??????,,
2119,40k ar modhha ki ki mobile ase,,
2120,Apni amar kono kotha sonben please ami riealmi 7pro ta nibo,,
2121,Poco F3 available ekhon?,,
2122,OPPO RENO NEW Price koto?,,
2123,Apni amar kono kotha sonben please ami riealmi 7pro ta nibo,,
2124,40k ar modhha ki ki mobile ase,,
2125,Apni amar kono kotha sonben please ami riealmi 7pro ta nibo,,
2126,Onplus 7 pro ase vaiya,,
2127,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2128,Vai Oppo Reno 5 new official price koto porbe?,,
2129,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2130,samsung a52,,
2131,Samasang a51,,
2132,s20,,
2133,IPhone 7 silver edition ta hbe??,,
2134,S20 snepdragon available?,,
2135,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2136,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2137,samsung note 10 plas,,
2138,40k ar modhha ki ki mobile ase,,
2139,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2140,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2141,samsung note 10 plas,,
2142,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2143,IPhone 7 silver edition ta hbe??,,
2144,Vhi chinso amake ..daily live dekhi,,
2145,Vhi chinso amake ..daily live dekhi,,
2146,Vhi chinso amake ..daily live dekhi,,
2147,April theke sob puraton unofficial phone gulo automatically official hoye jabe,,
2148,Vai oneplus 6t used ache,,
2149,Vhi chinso amake ..daily live dekhi,,
2150,Apnader kew ki jogajog korben naki,,
2151,à¦­à¦¾à¦‡ à¦•à¦®à§‡à¦¨à§à¦Ÿ à¦¦à§‡à¦–à¦¤à§‡à¦›à§‡ à¦…à¦¥à¦š à¦°à§‡à¦¸à§à¦ªà¦¨à§à¦¸ à¦¨à§‡à¦‡ à¦•à§‡à¦¨à§‹?,,
2152,vai redmi usd ki ki phn ache?,,
2153,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2154,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2155,Brand New Samsung A21s 4/64(Black)   à¦†à¦›à§‡??????,,
2156,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2157,Hi vhi,,
2158,Samsung Galaxy Note 10+ 12gb 256 GB koto tk,,
2159,à¦¶à§à¦¨à¦²à¦¾à¦® à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦‰à¦ à§‡ à¦¯à¦¾à¦¬à§‡?  à¦¤à¦¾à¦¹à¦²à§‡ à¦†à¦®à¦°à¦¾ à¦†à¦ªà¦¨à¦¾à¦¦à§‡à¦° à¦•à¦¾à¦› à¦¥à§‡à¦•à§‡ à¦à¦–à¦¨ à¦†à¦¨ à¦…à¦«à¦¿à¦¸à¦¿à§Ÿà¦¾à¦² à¦«à¦¨ à¦•à¦¿à¦¨à¦²à§‡ à¦ªà¦°à§‡ à¦•à§‹à¦¨ à¦¸à¦®à¦¸à§à¦¯à¦¾ à¦¹à¦¬à§‡?,,
2160,asalamualaikum vai,,
2161,Bhai Samsung Phone dekhan,,
2162,Vhi big fan tmr... Chinso amake,,
2163,Brand New Samsung A21s 4/64(Black)   à¦†à¦›à§‡??????,,
